scraped_at,event_id,event_name,event_date,venue,section_key,section_name,ticket_class,ticket_class_name,min_price,listing_count,ticket_count,row
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),594_149131,,594,Lower,6869.28,4,8,15
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),594_149142,,594,Lower,7044.95,3,8,12
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),707_2041450,,707,Loft,7850.97,1,2,1
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),594_149133,,594,Lower,7884.89,5,15,11
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),594_149144,,594,Lower,8163.69,2,4,5
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),594_149135,,594,Lower,8289.05,5,10,12
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),594_149140,,594,Lower,8965.55,4,8,13
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),594_149141,,594,Lower,9811.71,3,8,13
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),8688_1480999,,8688,Courtside Boxes,10363.1,2,8,16
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),594_149137,,594,Lower,10400.19,2,4,4
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),1679_1532599,,1679,Courtside,13510.6,1,2,3
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),594_149134,,594,Lower,14713.54,2,4,10
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),594_149129,,594,Lower,14713.54,1,2,4
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),2724_426171,,2724,Super Boxes,16080.88,1,4,8
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),1679_1534577,,1679,Courtside,24176.9,1,2,2
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),1679_1534572,,1679,Courtside,28171.55,1,2,2
2026-06-04T22:00:35Z,160287605,"New York Knicks at San Antonio Spurs: NBA Finals   (Home Game 2, Series Game 2)",2026-06-05T19:30:00,Frost Bank Center (Formerly AT&T Center),518_149107,,518,Plaza,33002.75,1,2,21
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8154_1000651,,8154,Chase Bridges Barstools,9328.55,1,2,BS3
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8152_139886,,8152,400 Level,9414.98,2,6,5
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8154_1000654,,8154,Chase Bridges Barstools,9588.72,1,2,BS3
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_140013,,3803,200 Level,9902.75,3,11,22
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8152_139881,,8152,400 Level,9761.02,2,4,3
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139989,,3803,200 Level,9777.77,3,8,22
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,990_1525405,,990,Lounge,9770.42,1,2,1
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8152_139884,,8152,400 Level,9816.62,3,6,7
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139959,,3803,200 Level,9968.64,5,10,24
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8195_140004,,8195,200 Level Barstools,9989.04,1,2,BS6
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8152_139887,,8152,400 Level,10107.06,2,6,1
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_140007,,3803,200 Level,10183.61,1,2,2
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139991,,3803,200 Level,10562.75,1,2,14
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139997,,3803,200 Level,10660.72,3,17,20
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8152_139888,,8152,400 Level,10660.72,1,4,2
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8153_1000652,,8153,Chase Bridges,10907.27,1,2,2
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8152_139882,,8152,400 Level,11079.42,1,4,2
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139995,,3803,200 Level,11075.97,4,16,21
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139960,,3803,200 Level,11080.85,1,2,5
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8195_139991,,8195,200 Level Barstools,11142.23,1,4,B25
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_140004,,3803,200 Level,11288.75,2,4,4
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8152_139883,,8152,400 Level,11382.95,1,4,6
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8153_1000656,,8153,Chase Bridges,11603.57,1,2,2
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,8152_139885,,8152,400 Level,11609.77,1,2,3
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139993,,3803,200 Level,12100.55,6,31,19
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139952,,3803,200 Level,11886.26,4,8,16
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139951,,3803,200 Level,12146.13,3,12,18
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_140011,,3803,200 Level,12142.95,2,4,3
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139973,,3803,200 Level,12344.24,1,2,5
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3788_139974,,3788,100 Level,12740.75,1,2,15
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139987,,3803,200 Level,12476.75,2,4,13
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3803_139953,,3803,200 Level,12805.47,4,12,22
2026-06-04T22:00:35Z,160286427,"San Antonio Spurs at New York Knicks: NBA Finals (Home Game 1, Series Game 3)",2026-06-08T20:30:00,Madison Square Garden,3788_139996,,3788,100 Level,12806.72,4,12,18
